"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","511","Пользователь не может меня свое имя в профиле с некорректными данными [1] name=S ","","2026-07-19","failed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","107","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","233","adminCanCreateUserWithCorrectData()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","251","userCanLoginWithCorrectDataTest()","","2026-07-19","broken","2026-07-19","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","575","Пользователь не может меня свое имя в профиле с некорректными данными [5] name=ы№№№ о;;;;","","2026-07-19","failed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","0","Пользователь не может менять  role вместе с name","","2026-07-19","skipped","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirRole"
"","184","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","0","adminCanLoginWithCorrectData()","","2026-07-19","skipped","2026-07-19","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectData"
"","1147","Пользователь не может переводить отрицательные суммы и суммы больше 10000 [3] sum=-1, error=Transfer amount must be at least 0.01","","2026-07-19","failed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCantTransferMoneyFromOneAccountToAnotherWithNotCorrectSum"
"","590","Пользователь не может меня свое имя в профиле с некорректными данными [4] name=","","2026-07-19","failed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","223","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","0","Пользователь не может менять  username вместе с name","","2026-07-19","skipped","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirUserName"
"","250","Пользователь может делать депозит","","2026-07-19","broken","2026-07-19","","Тесты на проверку возможности создания Депозита UI","iteration_2.ui.CreateDepositTestUI","userCanCreateDeposit"
"","193","adminCanGenerateAuthTokenTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","141","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1093","adminCanCreateUserWithCorrectData()","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","888","Пользователь может переводить деньги с одного счета на другой. Максимальная сумма 10000 [2] sum=10000","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","UserCanTransferMoneyFromOneAccountToAnother"
"","589","Пользователь не может переводить деньги на не существующий счет","","2026-07-19","failed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositOnNonExistAccount"
"","169","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValue=Username must be between 3 and 15 characters","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","517","Пользователь не может меня свое имя в профиле с некорректными данными [2] name=S  !","","2026-07-19","failed","2026-07-19","","Тесты на возможность изменить имя профиля пользователем API","iteration_2.api.ChangeNameOfUserTest","userCantChangeTheirNameWithNotCorrectData"
"","110","adminCanNotCreateUserWithInvalidData(String, String, String, String, String) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValue=Username must contain only letters, digits, dashes, underscores, and dots","","2026-07-19","passed","2026-07-19","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1417","Пользователь может перевести деньги со своего счета на чужой счет","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCanTransferMoneyFromHisAccountToAnother"
"","42","adminCanCreateUser()","","2026-07-19","broken","2026-07-19","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCanCreateUser"
"","1188","Пользователь не может создать депозит с суммой более 5000 за раз и меньше 0 [1] deposit=5001, error=Deposit amount cannot exceed 5000","","2026-07-19","failed","2026-07-19","","Тесты на проверку возможности создания Депозита API","iteration_2.api.CreateDepositTest","userCantCreateDepositWithNotValidSum"
"","554","userCanGenerateAuthTokenTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","976","userCanLoginWithCorrectDataTest()","","2026-07-19","broken","2026-07-19","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","366","userCanGenerateAuthTokenTest()","","2026-07-19","passed","2026-07-19","","iteration_1.api.LoginUserTest","iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","1956","Пользователь может перевести деньги со своего счета на чужой счет","","2026-07-19","passed","2026-07-19","","Тесты на проверку возможности перевода денег с одного счета на другой API","iteration_2.api.TransferMoneyTest","userCanTransferMoneyFromHisAccountToAnother"
